"FXY1","Title_en","SubTitle_en","FXY2","ElementName_en","ExistingElementName_en","Note_en","Status"
"306008","(Buoy instrumentation parameters)",,"002034","Drogue type","Drogue type",,"Operational"
"306008","(Buoy instrumentation parameters)",,"002035","Cable length","Cable length",,"Operational"
"306008","(Buoy instrumentation parameters)",,"002036","Buoy type","Buoy type",,"Operational"
"306019","(Tide report identification, water level checks, time increments)",,"001075","Tide station identification","Tide station alphanumeric identification",,"Operational"
"306019","(Tide report identification, water level checks, time increments)",,"301011","Year, month, day","Year, month, day",,"Operational"
"306019","(Tide report identification, water level checks, time increments)",,"301012","Hour, minute","Hour, minute",,"Operational"
"306019","(Tide report identification, water level checks, time increments)",,"022042","Sea/water temperature","Sea/water temperature",,"Operational"
"306019","(Tide report identification, water level checks, time increments)",,"022120","Tide station automated water level check","Tide station automated water level check",,"Operational"
"306019","(Tide report identification, water level checks, time increments)",,"022121","Tide station manual water level check","Tide station manual water level check",,"Operational"
"306019","(Tide report identification, water level checks, time increments)",,"004015","Time increment","Time increment in minutes","(see Note)","Operational"
"306019","(Tide report identification, water level checks, time increments)",,"004065","Short time increment","Short time increment",,"Operational"
"306020","(Tide report identification, water level checks, time period or displacement, time increment)",,"001075","Tide station identification","Tide station alphanumeric identification","<(see Note 1)>","Operational"
"306020","(Tide report identification, water level checks, time period or displacement, time increment)",,"301011","Year, month, day","Year, month, day",,"Operational"
"306020","(Tide report identification, water level checks, time period or displacement, time increment)",,"301012","Hour, minute","Hour, minute",,"Operational"
"306020","(Tide report identification, water level checks, time period or displacement, time increment)",,"022042","Sea/water temperature","Sea/water temperature",,"Operational"
"306020","(Tide report identification, water level checks, time period or displacement, time increment)",,"022120","Tide station automated water level check","Tide station automated water level check",,"Operational"
"306020","(Tide report identification, water level checks, time period or displacement, time increment)",,"022121","Tide station manual water level check","Tide station manual water level check",,"Operational"
"306020","(Tide report identification, water level checks, time period or displacement, time increment)",,"004075","Short time period or displacement","Short time period or displacement",,"Operational"
"306020","(Tide report identification, water level checks, time period or displacement, time increment)",,"004065","Short time increment","Short time increment",,"Operational"
"306021","(Meteorological parameters in tide station)",,"001075","Tide station identification","Tide station alphanumeric identification",,"Operational"
"306021","(Meteorological parameters in tide station)",,"301011","Year, month, day","Year, month, day",,"Operational"
"306021","(Meteorological parameters in tide station)",,"301012","Hour, minute","Hour, minute",,"Operational"
"306021","(Meteorological parameters in tide station)",,"022122","Tide station automated meteorological data check","Tide station automated meteorological data check",,"Operational"
"306021","(Meteorological parameters in tide station)",,"022123","Tide station manual meteorological data check","Tide station manual meteorological data check",,"Operational"
"306021","(Meteorological parameters in tide station)",,"012001","Temperature/air temperature","Air temperature",,"Operational"
"306021","(Meteorological parameters in tide station)",,"303002","Wind at pressure level","Pressure, wind direction, wind speed",,"Operational"
"306022","(Tidal elevation)",,"001075","Tide station identification","Tide station identification",,"Operational"
"306022","(Tidal elevation)",,"301011","Year, month, day","Year, month, day",,"Operational"
"306022","(Tidal elevation)",,"301012","Hour, minute","Hour, minute",,"Operational"
"306022","(Tidal elevation)",,"022038","Tidal elevation with respect to local chart datum","Tidal elevation with respect to local chart datum",,"Operational"
"306022","(Tidal elevation)",,"022039","Meteorological residual tidal elevation (surge or offset)","Meteorological residual tidal elevation (surge or offset)",,"Operational"
"306023",,,"001015","Station or site name","Station or site name",,"Operational"
"306023",,,"301023","Latitude/longitude (coarse accuracy)","Latitude, longitude",,"Operational"
"306023",,,"301011","Year, month, day","Year, month, day",,"Operational"
"306023",,,"301012","Hour, minute","Hour, minute",,"Operational"
"306023",,,"022038","Tidal elevation with respect to local chart datum","Tidal level with respect to local chart datum",,"Operational"
"306023",,,"022039","Meteorological residual tidal elevation (surge or offset)","Meteorological residual tidal elevation",,"Operational"
"306023",,,"022120","Tide station automated water level check","Tide station automated water level check",,"Operational"
"306023",,,"022121","Tide station manual water level check","Tide station manual water level check",,"Operational"
"306024","(Tide elevation series)",,"306020","Tide report identification, water level checks, time period or displacement, time increment","Tide report identification, water level checks, time period or displacement, time increment","<(see Note 2)>","Operational"
"306024","(Tide elevation series)",,"102006","Replicate 2 descriptors 6 times","Replicate 2 descriptors 6 times",,"Operational"
"306024","(Tide elevation series)",,"022038","Tidal elevation with respect to local chart datum","Tidal elevation with respect to local chart datum",,"Operational"
"306024","(Tide elevation series)",,"022039","Meteorological residual tidal elevation (surge or offset)","Meteorological residual tidal elevation (surge or offset)",,"Operational"
"306025","(Tide elevation series)",,"306019","Tide report identification, water level checks, time increments","Tide report identification, water level checks, time increments",,"Operational"
"306025","(Tide elevation series)",,"102006","Replicate 2 descriptors 6 times","Replicate 2 descriptors 6 times",,"Operational"
"306025","(Tide elevation series)",,"022038","Tidal elevation with respect to local chart datum","Tidal elevation with respect to local chart datum",,"Operational"
"306025","(Tide elevation series)",,"022039","Meteorological residual tidal elevation (surge or offset)","Meteorological residual tidal elevation (surge or offset)",,"Operational"
"306027","(Sequence for representation of DART buoy identification, transmitter ID, type of tsunameter and the time the message is transmitted to the ground system)",,"001005","Buoy/platform identifier","Buoy/platform identifier",,"Operational"
"306027","(Sequence for representation of DART buoy identification, transmitter ID, type of tsunameter and the time the message is transmitted to the ground system)",,"001052","Platform transmitter ID","Platform transmitter identifier",,"Operational"
"306027","(Sequence for representation of DART buoy identification, transmitter ID, type of tsunameter and the time the message is transmitted to the ground system)",,"002047","Deep-ocean tsunameter type","Deep-ocean tsunameter platform type/manufacturer",,"Operational"
"306027","(Sequence for representation of DART buoy identification, transmitter ID, type of tsunameter and the time the message is transmitted to the ground system)",,"301011","Year, month, day","Year, month, day (time the message is transmitted to the ground system)",,"Operational"
"306027","(Sequence for representation of DART buoy identification, transmitter ID, type of tsunameter and the time the message is transmitted to the ground system)",,"301013","Hour, minute, second","Hour, minute, second",,"Operational"
"306028","(Sequence for representation of time of observation and DART buoy position daily report)",,"306027","Sequence for representation of DART buoy identification, transmitter ID, type of tsunameter and the time the message is transmitted to the ground system","Buoy ID, transmitter ID, platform type, message transmission time",,"Operational"
"306028","(Sequence for representation of time of observation and DART buoy position daily report)",,"301011","Year, month, day","Year, month, day (observation time)",,"Operational"
"306028","(Sequence for representation of time of observation and DART buoy position daily report)",,"301013","Hour, minute, second","Hour, minute, second",,"Operational"
"306028","(Sequence for representation of time of observation and DART buoy position daily report)",,"301021","Latitude/longitude (high accuracy)","Latitude, longitude (high accuracy)",,"Operational"
"306029","(Sequence for representation of tsunameter sampling information for water column heights in the time series report)",,"025170","Sampling interval (time)","Sampling interval (seconds)",,"Operational"
"306029","(Sequence for representation of tsunameter sampling information for water column heights in the time series report)",,"025171","Sample averaging period","Sample averaging period (seconds)",,"Operational"
